Number of planted triclusters: 5
Tricluster coverage: 0.42984%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


(279, 2, 3), X=[4,9,22,24,28,31,36,37,44,46,47,48,53,54,58,59,60,64,66,70,73,79,86,95,96,97,98,102,116,117,120,126,130,131,132,134,135,144,145,152,155,157,158,163,165,168,170,175,177,178,182,187,188,193,204,209,210,214,215,221,223,227,229,234,236,237,238,239,241,244,245,246,254,255,268,270,272,275,276,277,279,280,286,296,301,304,306,311,313,314,315,327,330,337,340,341,342,344,349,352,358,359,361,362,363,366,368,370,382,386,388,390,391,395,397,398,400,403,405,408,410,412,416,432,433,437,438,440,441,442,448,449,454,455,461,464,470,477,480,487,490,501,502,506,507,508,513,518,525,530,531,537,538,539,547,548,559,565,567,569,574,579,580,586,591,597,602,605,606,610,611,613,618,621,623,626,633,634,636,637,639,641,646,649,651,658,659,662,667,668,669,680,683,687,690,694,705,706,708,712,713,724,732,734,739,743,746,749,754,763,765,770,772,777,778,781,783,784,786,790,798,799,803,806,807,808,811,815,824,825,830,831,832,833,835,839,846,850,859,868,873,880,886,888,892,893,894,896,897,901,902,903,904,920,921,922,924,930,932,934,938,941,942,945,946,948,949,952,954,957,959,961,964,966,968,971,986,987,997], Y=[4,36], Z=[11,12,13], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 11
X	y4	y36
x37	2	2
x44	2	2
x46	2	2
x47	2	2
x48	2	2
x53	2	2
x54	2	2
x58	2	2
x59	2	2
x60	2	2
x64	2	2
x66	2	2
x70	2	2
x73	2	2
x79	2	2
x86	2	2
x95	2	2
x96	2	2
x97	2	2
x98	2	2
x102	2	2
x116	2	2
x117	2	2
x120	2	2
x126	2	2
x130	2	2
x131	2	2
x132	2	2
x134	2	2
x135	2	2
x144	2	2
x145	2	2
x152	2	2
x155	2	2
x157	2	2
x158	2	2
x163	2	2
x165	2	2
x168	2	2
x170	2	2
x175	2	2
x177	2	2
x178	2	2
x182	2	2
x187	2	2
x188	2	2
x193	2	2
x204	2	2
x209	2	2
x210	2	2
x214	2	2
x215	2	2
x221	2	2
x223	2	2
x227	2	2
x229	2	2
x234	2	2
x236	2	2
x237	2	2
x238	2	2
x239	2	2
x241	2	2
x244	2	2
x245	2	2
x246	2	2
x254	2	2
x255	2	2
x268	2	2
x270	2	2
x272	2	2
x275	2	2
x276	2	2
x277	2	2
x279	2	2
x280	2	2
x286	2	2
x296	2	2
x301	2	2
x304	2	2
x306	2	2
x311	2	2
x313	2	2
x314	2	2
x315	2	2
x327	2	2
x330	2	2
x337	2	2
x340	2	2
x341	2	2
x342	2	2
x344	2	2
x349	2	2
x352	2	2
x358	2	2
x359	2	2
x361	2	2
x362	2	2
x363	2	2
x366	2	2
x368	2	2
x370	2	2
x382	2	2
x386	2	2
x388	2	2
x390	2	2
x391	2	2
x395	2	2
x397	2	2
x398	2	2
x400	2	2
x403	2	2
x405	2	2
x408	2	2
x410	2	2
x412	2	2
x416	2	2
x432	2	2
x433	2	2
x437	2	2
x438	2	2
x440	2	2
x441	2	2
x442	2	2
x448	2	2
x449	2	2
x454	2	2
x455	2	2
x461	2	2
x464	2	2
x470	2	2
x477	2	2
x480	2	2
x487	2	2
x490	2	2
x501	2	2
x502	2	2
x506	2	2
x507	2	2
x508	2	2
x513	2	2
x518	2	2
x525	2	2
x530	2	2
x531	2	2
x537	2	2
x538	2	2
x539	2	2
x547	2	2
x548	2	2
x559	2	2
x565	2	2
x567	2	2
x569	2	2
x574	2	2
x579	2	2
x580	2	2
x586	2	2
x591	2	2
x597	2	2
x602	2	2
x605	2	2
x606	2	2
x610	2	2
x611	2	2
x613	2	2
x618	2	2
x621	2	2
x623	2	2
x626	2	2
x633	2	2
x634	2	2
x636	2	2
x637	2	2
x639	2	2
x641	2	2
x646	2	2
x649	2	2
x651	2	2
x658	2	2
x659	2	2
x662	2	2
x667	2	2
x668	2	2
x669	2	2
x680	2	2
x683	2	2
x687	2	2
x690	2	2
x694	2	2
x705	2	2
x706	2	2
x708	2	2
x712	2	2
x713	2	2
x724	2	2
x732	2	2
x734	2	2
x739	2	2
x743	2	2
x746	2	2
x749	2	2
x754	2	2
x763	2	2
x765	2	2
x770	2	2
x772	2	2
x777	2	2
x778	2	2
x781	2	2
x783	2	2
x784	2	2
x786	2	2
x790	2	2
x798	2	2
x799	2	2
x803	2	2
x806	2	2
x807	2	2
x808	2	2
x811	2	2
x815	2	2
x824	2	2
x825	2	2
x830	2	2
x831	2	2
x832	2	2
x833	2	2
x835	2	2
x839	2	2
x846	2	2
x850	2	2
x859	2	2
x868	2	2
x873	2	2
x880	2	2
x886	2	2
x888	2	2
x892	2	2
x893	2	2
x894	2	2
x896	2	2
x897	2	2
x901	2	2
x902	2	2
x903	2	2
x904	2	2
x920	2	2
x921	2	2
x922	2	2
x924	2	2
x930	2	2
x932	2	2
x934	2	2
x938	2	2
x941	2	2
x942	2	2
x945	2	2
x946	2	2
x948	2	2
x949	2	2
x952	2	2
x954	2	2
x957	2	2
x959	2	2
x961	2	2
x964	2	2
x966	2	2
x968	2	2
x971	2	2
x986	2	2
x987	2	2
x997	2	2

Context: 13
X	y4	y36
x4	2	2
x9	2	2
x22	2	2
x24	2	2
x28	2	2
x31	2	2
x36	2	2
x37	2	2
x44	2	2
x46	2	2
x47	2	2
x48	2	2
x53	2	2
x54	2	2
x58	2	2
x59	2	2
x60	2	2
x64	2	2
x66	2	2
x70	2	2
x73	2	2
x79	2	2
x86	2	2
x95	2	2
x96	2	2
x97	2	2
x98	2	2
x102	2	2
x116	2	2
x117	2	2
x120	2	2
x126	2	2
x130	2	2
x131	2	2
x132	2	2
x134	2	2
x135	2	2
x144	2	2
x145	2	2
x152	2	2
x155	2	2
x157	2	2
x158	2	2
x163	2	2
x165	2	2
x168	2	2
x170	2	2
x175	2	2
x177	2	2
x178	2	2
x182	2	2
x187	2	2
x188	2	2
x193	2	2
x204	2	2
x209	2	2
x210	2	2
x214	2	2
x215	2	2
x221	2	2
x223	2	2
x227	2	2
x229	2	2
x234	2	2
x236	2	2
x237	2	2
x238	2	2
x239	2	2
x241	2	2
x244	2	2
x245	2	2
x246	2	2
x254	2	2
x255	2	2
x268	2	2
x270	2	2
x272	2	2
x275	2	2
x276	2	2
x277	2	2
x279	2	2
x280	2	2
x286	2	2
x296	2	2
x301	2	2
x304	2	2
x306	2	2
x311	2	2
x313	2	2
x314	2	2
x315	2	2
x327	2	2
x330	2	2
x337	2	2
x340	2	2
x341	2	2
x342	2	2
x344	2	2
x349	2	2
x352	2	2
x358	2	2
x359	2	2
x361	2	2
x362	2	2
x363	2	2
x366	2	2
x368	2	2
x370	2	2
x382	2	2
x386	2	2
x388	2	2
x390	2	2
x391	2	2
x395	2	2
x397	2	2
x398	2	2
x400	2	2
x403	2	2
x405	2	2
x408	2	2
x410	2	2
x412	2	2
x416	2	2
x432	2	2
x433	2	2
x437	2	2
x438	2	2
x440	2	2
x441	2	2
x442	2	2
x448	2	2
x449	2	2
x454	2	2
x455	2	2
x461	2	2
x464	2	2
x470	2	2
x477	2	2
x480	2	2
x487	2	2
x490	2	2
x501	2	2
x502	2	2
x506	2	2
x507	2	2
x508	2	2
x513	2	2
x518	2	2
x525	2	2
x530	2	2
x531	2	2
x537	2	2
x538	2	2
x539	2	2
x547	2	2
x548	2	2
x559	2	2
x565	2	2
x567	2	2
x569	2	2
x574	2	2
x579	2	2
x580	2	2
x586	2	2
x591	2	2
x597	2	2
x602	2	2
x605	2	2
x606	2	2
x610	2	2
x611	2	2
x613	2	2
x618	2	2
x621	2	2
x623	2	2
x626	2	2
x633	2	2
x634	2	2
x636	2	2
x637	2	2
x639	2	2
x641	2	2
x646	2	2
x649	2	2
x651	2	2
x658	2	2
x659	2	2
x662	2	2
x667	2	2
x668	2	2
x669	2	2
x680	2	2
x683	2	2
x687	2	2
x690	2	2
x694	2	2
x705	2	2
x706	2	2
x708	2	2
x712	2	2
x713	2	2
x724	2	2
x732	2	2
x734	2	2
x739	2	2
x743	2	2
x746	2	2
x749	2	2
x754	2	2
x763	2	2
x765	2	2
x770	2	2
x772	2	2
x777	2	2
x778	2	2
x781	2	2
x783	2	2
x784	2	2
x786	2	2
x790	2	2
x798	2	2
x799	2	2
x803	2	2
x806	2	2
x807	2	2
x808	2	2
x811	2	2
x815	2	2
x824	2	2
x825	2	2
x830	2	2
x831	2	2
x832	2	2
x833	2	2
x835	2	2
x839	2	2
x846	2	2
x850	2	2
x859	2	2
x868	2	2
x873	2	2
x880	2	2
x886	2	2
x888	2	2
x892	2	2
x893	2	2
x894	2	2
x896	2	2
x897	2	2
x901	2	2
x902	2	2
x903	2	2
x904	2	2
x920	2	2
x921	2	2
x922	2	2
x924	2	2
x930	2	2
x932	2	2
x934	2	2
x938	2	2
x941	2	2
x942	2	2
x945	2	2
x946	2	2
x948	2	2
x949	2	2
x952	2	2
x954	2	2
x957	2	2
x959	2	2
x961	2	2
x964	2	2
x966	2	2
x968	2	2
x971	2	2
x986	2	2
x987	2	2
x997	2	2

(491, 3, 3), X=[0,1,3,4,7,10,11,13,16,17,18,19,20,22,25,26,27,30,31,35,36,38,41,44,47,50,51,55,56,57,58,59,60,63,65,67,68,70,72,74,76,77,81,82,83,84,86,87,89,90,91,92,95,96,97,98,99,100,102,103,106,107,108,110,112,113,117,119,120,122,123,125,126,128,133,136,137,140,143,146,148,151,152,156,157,159,161,162,164,165,166,170,171,172,173,175,176,177,178,184,185,186,190,191,192,193,194,195,197,198,199,201,202,205,206,207,208,217,219,222,223,224,225,228,231,233,236,238,240,243,244,248,251,253,254,255,257,258,260,261,265,266,267,269,275,282,284,287,288,290,293,297,298,299,303,305,308,313,315,318,319,322,325,326,327,328,329,330,334,336,338,339,342,344,345,347,349,350,354,357,358,359,360,362,366,369,370,374,375,377,378,379,381,385,388,390,391,392,394,396,398,399,400,402,403,406,407,414,415,416,417,421,422,423,424,426,427,428,430,431,435,438,439,442,443,446,450,451,454,455,458,460,461,464,465,467,468,471,472,474,475,477,479,480,486,487,488,489,491,495,498,500,501,503,504,505,506,507,508,509,513,515,517,519,520,521,522,528,531,533,535,536,538,540,545,547,548,556,557,558,559,560,561,563,566,569,570,574,575,576,578,580,581,582,584,585,586,587,592,596,601,602,603,605,606,614,615,617,618,620,625,629,636,638,639,640,641,642,644,646,648,649,650,653,654,655,657,658,660,665,667,669,673,676,681,682,686,687,688,689,690,691,692,693,694,695,697,699,703,704,708,710,711,712,714,716,717,720,723,725,726,728,730,732,734,736,737,739,740,742,743,744,746,748,751,753,754,755,758,759,760,762,764,765,767,768,769,770,771,775,776,778,779,780,781,786,792,794,795,798,799,800,801,802,804,805,807,808,811,812,820,822,826,827,831,832,836,837,838,839,842,846,847,848,854,855,858,859,860,863,864,865,866,868,869,870,871,873,875,879,880,883,886,889,890,894,896,903,905,907,908,914,916,921,922,925,928,929,931,932,933,934,935,936,937,939,940,943,945,946,948,952,956,957,959,962,964,965,969,970,973,975,977,979,980,982,983,984,986,987,988], Y=[21,31,32], Z=[4,5,6], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 4
X	y21	y31	y32
x0	0	0	0
x1	0	0	0
x3	0	0	0
x4	0	0	0
x7	0	0	0
x10	0	0	0
x11	0	0	0
x13	0	0	0
x16	0	0	0
x17	0	0	0
x18	0	0	0
x19	0	0	0
x20	0	0	0
x22	0	0	0
x25	0	0	0
x26	0	0	0
x27	0	0	0
x30	0	0	0
x31	0	0	0
x35	0	0	0
x36	0	0	0
x38	0	0	0
x41	0	0	0
x44	0	0	0
x47	0	0	0
x50	0	0	0
x51	0	0	0
x55	0	0	0
x56	0	0	0
x57	0	0	0
x58	0	0	0
x59	0	0	0
x60	0	0	0
x63	0	0	0
x65	0	0	0
x67	0	0	0
x68	0	0	0
x70	0	0	0
x72	0	0	0
x74	0	0	0
x76	0	0	0
x77	0	0	0
x81	0	0	0
x82	0	0	0
x83	0	0	0
x84	0	0	0
x86	0	0	0
x87	0	0	0
x89	0	0	0
x90	0	0	0
x91	0	0	0
x92	0	0	0
x95	0	0	0
x96	0	0	0
x97	0	0	0
x98	0	0	0
x99	0	0	0
x100	0	0	0
x102	0	0	0
x103	0	0	0
x106	0	0	0
x107	0	0	0
x108	0	0	0
x110	0	0	0
x112	0	0	0
x113	0	0	0
x117	0	0	0
x119	0	0	0
x120	0	0	0
x122	0	0	0
x123	0	0	0
x125	0	0	0
x126	0	0	0
x128	0	0	0
x133	0	0	0
x136	0	0	0
x137	0	0	0
x140	0	0	0
x143	0	0	0
x146	0	0	0
x148	0	0	0
x151	0	0	0
x152	0	0	0
x156	0	0	0
x157	0	0	0
x159	0	0	0
x161	0	0	0
x162	0	0	0
x164	0	0	0
x165	0	0	0
x166	0	0	0
x170	0	0	0
x171	0	0	0
x172	0	0	0
x173	0	0	0
x175	0	0	0
x176	0	0	0
x177	0	0	0
x178	0	0	0
x184	0	0	0
x185	0	0	0
x186	0	0	0
x190	0	0	0
x191	0	0	0
x192	0	0	0
x193	0	0	0
x194	0	0	0
x195	0	0	0
x197	0	0	0
x198	0	0	0
x199	0	0	0
x201	0	0	0
x202	0	0	0
x205	0	0	0
x206	0	0	0
x207	0	0	0
x208	0	0	0
x217	0	0	0
x219	0	0	0
x222	0	0	0
x223	0	0	0
x224	0	0	0
x225	0	0	0
x228	0	0	0
x231	0	0	0
x233	0	0	0
x236	0	0	0
x238	0	0	0
x240	0	0	0
x243	0	0	0
x244	0	0	0
x248	0	0	0
x251	0	0	0
x253	0	0	0
x254	0	0	0
x255	0	0	0
x257	0	0	0
x258	0	0	0
x260	0	0	0
x261	0	0	0
x265	0	0	0
x266	0	0	0
x267	0	0	0
x269	0	0	0
x275	0	0	0
x282	0	0	0
x284	0	0	0
x287	0	0	0
x288	0	0	0
x290	0	0	0
x293	0	0	0
x297	0	0	0
x298	0	0	0
x299	0	0	0
x303	0	0	0
x305	0	0	0
x308	0	0	0
x313	0	0	0
x315	0	0	0
x318	0	0	0
x319	0	0	0
x322	0	0	0
x325	0	0	0
x326	0	0	0
x327	0	0	0
x328	0	0	0
x329	0	0	0
x330	0	0	0
x334	0	0	0
x336	0	0	0
x338	0	0	0
x339	0	0	0
x342	0	0	0
x344	0	0	0
x345	0	0	0
x347	0	0	0
x349	0	0	0
x350	0	0	0
x354	0	0	0
x357	0	0	0
x358	0	0	0
x359	0	0	0
x360	0	0	0
x362	0	0	0
x366	0	0	0
x369	0	0	0
x370	0	0	0
x374	0	0	0
x375	0	0	0
x377	0	0	0
x378	0	0	0
x379	0	0	0
x381	0	0	0
x385	0	0	0
x388	0	0	0
x390	0	0	0
x391	0	0	0
x392	0	0	0
x394	0	0	0
x396	0	0	0
x398	0	0	0
x399	0	0	0
x400	0	0	0
x402	0	0	0
x403	0	0	0
x406	0	0	0
x407	0	0	0
x414	0	0	0
x415	0	0	0
x416	0	0	0
x417	0	0	0
x421	0	0	0
x422	0	0	0
x423	0	0	0
x424	0	0	0
x426	0	0	0
x427	0	0	0
x428	0	0	0
x430	0	0	0
x431	0	0	0
x435	0	0	0
x438	0	0	0
x439	0	0	0
x442	0	0	0
x443	0	0	0
x446	0	0	0
x450	0	0	0
x451	0	0	0
x454	0	0	0
x455	0	0	0
x458	0	0	0
x460	0	0	0
x461	0	0	0
x464	0	0	0
x465	0	0	0
x467	0	0	0
x468	0	0	0
x471	0	0	0
x472	0	0	0
x474	0	0	0
x475	0	0	0
x477	0	0	0
x479	0	0	0
x480	0	0	0
x486	0	0	0
x487	0	0	0
x488	0	0	0
x489	0	0	0
x491	0	0	0
x495	0	0	0
x498	0	0	0
x500	0	0	0
x501	0	0	0
x503	0	0	0
x504	0	0	0
x505	0	0	0
x506	0	0	0
x507	0	0	0
x508	0	0	0
x509	0	0	0
x513	0	0	0
x515	0	0	0
x517	0	0	0
x519	0	0	0
x520	0	0	0
x521	0	0	0
x522	0	0	0
x528	0	0	0
x531	0	0	0
x533	0	0	0
x535	0	0	0
x536	0	0	0
x538	0	0	0
x540	0	0	0
x545	0	0	0
x547	0	0	0
x548	0	0	0
x556	0	0	0
x557	0	0	0
x558	0	0	0
x559	0	0	0
x560	0	0	0
x561	0	0	0
x563	0	0	0
x566	0	0	0
x569	0	0	0
x570	0	0	0
x574	0	0	0
x575	0	0	0
x576	0	0	0
x578	0	0	0
x580	0	0	0
x581	0	0	0
x582	0	0	0
x584	0	0	0
x585	0	0	0
x586	0	0	0
x587	0	0	0
x592	0	0	0
x596	0	0	0
x601	0	0	0
x602	0	0	0
x603	0	0	0
x605	0	0	0
x606	0	0	0
x614	0	0	0
x615	0	0	0
x617	0	0	0
x618	0	0	0
x620	0	0	0
x625	0	0	0
x629	0	0	0
x636	0	0	0
x638	0	0	0
x639	0	0	0
x640	0	0	0
x641	0	0	0
x642	0	0	0
x644	0	0	0
x646	0	0	0
x648	0	0	0
x649	0	0	0
x650	0	0	0
x653	0	0	0
x654	0	0	0
x655	0	0	0
x657	0	0	0
x658	0	0	0
x660	0	0	0
x665	0	0	0
x667	0	0	0
x669	0	0	0
x673	0	0	0
x676	0	0	0
x681	0	0	0
x682	0	0	0
x686	0	0	0
x687	0	0	0
x688	0	0	0
x689	0	0	0
x690	0	0	0
x691	0	0	0
x692	0	0	0
x693	0	0	0
x694	0	0	0
x695	0	0	0
x697	0	0	0
x699	0	0	0
x703	0	0	0
x704	0	0	0
x708	0	0	0
x710	0	0	0
x711	0	0	0
x712	0	0	0
x714	0	0	0
x716	0	0	0
x717	0	0	0
x720	0	0	0
x723	0	0	0
x725	0	0	0
x726	0	0	0
x728	0	0	0
x730	0	0	0
x732	0	0	0
x734	0	0	0
x736	0	0	0
x737	0	0	0
x739	0	0	0
x740	0	0	0
x742	0	0	0
x743	0	0	0
x744	0	0	0
x746	0	0	0
x748	0	0	0
x751	0	0	0
x753	0	0	0
x754	0	0	0
x755	0	0	0
x758	0	0	0
x759	0	0	0
x760	0	0	0
x762	0	0	0
x764	0	0	0
x765	0	0	0
x767	0	0	0
x768	0	0	0
x769	0	0	0
x770	0	0	0
x771	0	0	0
x775	0	0	0
x776	0	0	0
x778	0	0	0
x779	0	0	0
x780	0	0	0
x781	0	0	0
x786	0	0	0
x792	0	0	0
x794	0	0	0
x795	0	0	0
x798	0	0	0
x799	0	0	0
x800	0	0	0
x801	0	0	0
x802	0	0	0
x804	0	0	0
x805	0	0	0
x807	0	0	0
x808	0	0	0
x811	0	0	0
x812	0	0	0
x820	0	0	0
x822	0	0	0
x826	0	0	0
x827	0	0	0
x831	0	0	0
x832	0	0	0
x836	0	0	0
x837	0	0	0
x838	0	0	0
x839	0	0	0
x842	0	0	0
x846	0	0	0
x847	0	0	0
x848	0	0	0
x854	0	0	0
x855	0	0	0
x858	0	0	0
x859	0	0	0
x860	0	0	0
x863	0	0	0
x864	0	0	0
x865	0	0	0
x866	0	0	0
x868	0	0	0
x869	0	0	0
x870	0	0	0
x871	0	0	0
x873	0	0	0
x875	0	0	0
x879	0	0	0
x880	0	0	0
x883	0	0	0
x886	0	0	0
x889	0	0	0
x890	0	0	0
x894	0	0	0
x896	0	0	0
x903	0	0	0
x905	0	0	0
x907	0	0	0
x908	0	0	0
x914	0	0	0
x916	0	0	0
x921	0	0	0
x922	0	0	0
x925	0	0	0
x928	0	0	0
x929	0	0	0
x931	0	0	0
x932	0	0	0
x933	0	0	0
x934	0	0	0
x935	0	0	0
x936	0	0	0
x937	0	0	0
x939	0	0	0
x940	0	0	0
x943	0	0	0
x945	0	0	0
x946	0	0	0
x948	0	0	0
x952	0	0	0
x956	0	0	0
x957	0	0	0
x959	0	0	0
x962	0	0	0
x964	0	0	0
x965	0	0	0
x969	0	0	0
x970	0	0	0
x973	0	0	0
x975	0	0	0
x977	0	0	0
x979	0	0	0
x980	0	0	0
x982	0	0	0
x983	0	0	0
x984	0	0	0
x986	0	0	0
x987	0	0	0
x988	0	0	0

Context: 5
X	y21	y31	y32
x0	0	0	0
x1	0	0	0
x3	0	0	0
x4	0	0	0
x7	0	0	0
x10	0	0	0
x11	0	0	0
x13	0	0	0
x16	0	0	0
x17	0	0	0
x18	0	0	0
x19	0	0	0
x20	0	0	0
x22	0	0	0
x25	0	0	0
x26	0	0	0
x27	0	0	0
x30	0	0	0
x31	0	0	0
x35	0	0	0
x36	0	0	0
x38	0	0	0
x41	0	0	0
x44	0	0	0
x47	0	0	0
x50	0	0	0
x51	0	0	0
x55	0	0	0
x56	0	0	0
x57	0	0	0
x58	0	0	0
x59	0	0	0
x60	0	0	0
x63	0	0	0
x65	0	0	0
x67	0	0	0
x68	0	0	0
x70	0	0	0
x72	0	0	0
x74	0	0	0
x76	0	0	0
x77	0	0	0
x81	0	0	0
x82	0	0	0
x83	0	0	0
x84	0	0	0
x86	0	0	0
x87	0	0	0
x89	0	0	0
x90	0	0	0
x91	0	0	0
x92	0	0	0
x95	0	0	0
x96	0	0	0
x97	0	0	0
x98	0	0	0
x99	0	0	0
x100	0	0	0
x102	0	0	0
x103	0	0	0
x106	0	0	0
x107	0	0	0
x108	0	0	0
x110	0	0	0
x112	0	0	0
x113	0	0	0
x117	0	0	0
x119	0	0	0
x120	0	0	0
x122	0	0	0
x123	0	0	0
x125	0	0	0
x126	0	0	0
x128	0	0	0
x133	0	0	0
x136	0	0	0
x137	0	0	0
x140	0	0	0
x143	0	0	0
x146	0	0	0
x148	0	0	0
x151	0	0	0
x152	0	0	0
x156	0	0	0
x157	0	0	0
x159	0	0	0
x161	0	0	0
x162	0	0	0
x164	0	0	0
x165	0	0	0
x166	0	0	0
x170	0	0	0
x171	0	0	0
x172	0	0	0
x173	0	0	0
x175	0	0	0
x176	0	0	0
x177	0	0	0
x178	0	0	0
x184	0	0	0
x185	0	0	0
x186	0	0	0
x190	0	0	0
x191	0	0	0
x192	0	0	0
x193	0	0	0
x194	0	0	0
x195	0	0	0
x197	0	0	0
x198	0	0	0
x199	0	0	0
x201	0	0	0
x202	0	0	0
x205	0	0	0
x206	0	0	0
x207	0	0	0
x208	0	0	0
x217	0	0	0
x219	0	0	0
x222	0	0	0
x223	0	0	0
