Number of planted triclusters: 5
Tricluster coverage: 0.30928%
Missing values on dataset: 0.0%
Noise values on dataset: 0.0%
Errors on dataset: 0.0%


(205, 2, 3), X=[1,2,6,11,22,34,46,48,49,51,52,56,60,75,86,92,93,114,115,116,123,126,128,157,168,169,171,176,177,178,180,181,193,215,216,218,220,224,242,243,249,250,256,258,262,269,270,277,281,292,293,295,298,302,306,311,315,318,320,327,329,332,336,337,340,341,350,359,363,364,373,376,380,381,382,383,411,413,422,428,433,439,447,448,451,453,463,464,466,487,492,493,497,498,504,505,519,522,527,531,532,533,534,536,541,548,549,551,554,556,560,561,568,570,574,576,577,585,586,588,590,591,597,602,605,612,617,621,623,624,628,630,646,651,669,670,673,679,683,687,689,691,697,700,703,713,714,723,728,729,731,736,740,745,746,747,766,778,780,781,785,786,791,793,794,796,799,802,805,808,812,820,822,825,840,844,851,852,859,882,893,894,898,902,912,915,921,926,927,929,930,931,933,934,937,939,942,947,952,957,962,963,978,989,994], Y=[1,42], Z=[1,7,19], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 1
X	y1	y42
x621	0	0
x623	0	0
x624	0	0
x628	0	0
x630	0	0
x646	0	0
x651	0	0
x669	0	0
x670	0	0
x673	0	0
x679	0	0
x683	0	0
x687	0	0
x689	0	0
x691	0	0
x697	0	0
x700	0	0
x703	0	0
x713	0	0
x714	0	0
x723	0	0
x728	0	0
x729	0	0
x731	0	0
x736	0	0
x740	0	0
x745	0	0
x746	0	0
x747	0	0
x766	0	0
x778	0	0
x780	0	0
x781	0	0
x785	0	0
x786	0	0
x791	0	0
x793	0	0
x794	0	0
x796	0	0
x799	0	0
x802	0	0
x805	0	0
x808	0	0
x812	0	0
x820	0	0
x822	0	0
x825	0	0
x840	0	0
x844	0	0
x851	0	0
x852	0	0
x859	0	0
x882	0	0
x893	0	0
x894	0	0
x898	0	0
x902	0	0
x912	0	0
x915	0	0
x921	0	0
x926	0	0
x927	0	0
x929	0	0
x930	0	0
x931	0	0
x933	0	0
x934	0	0
x937	0	0
x939	0	0
x942	0	0
x947	0	0
x952	0	0
x957	0	0
x962	0	0
x963	0	0
x978	0	0
x989	0	0
x994	0	0

Context: 19
X	y1	y42
x1	0	0
x2	0	0
x6	0	0
x11	0	0
x22	0	0
x34	0	0
x46	0	0
x48	0	0
x49	0	0
x51	0	0
x52	0	0
x56	0	0
x60	0	0
x75	0	0
x86	0	0
x92	0	0
x93	0	0
x114	0	0
x115	0	0
x116	0	0
x123	0	0
x126	0	0
x128	0	0
x157	0	0
x168	0	0
x169	0	0
x171	0	0
x176	0	0
x177	0	0
x178	0	0
x180	0	0
x181	0	0
x193	0	0
x215	0	0
x216	0	0
x218	0	0
x220	0	0
x224	0	0
x242	0	0
x243	0	0
x249	0	0
x250	0	0
x256	0	0
x258	0	0
x262	0	0
x269	0	0
x270	0	0
x277	0	0
x281	0	0
x292	0	0
x293	0	0
x295	0	0
x298	0	0
x302	0	0
x306	0	0
x311	0	0
x315	0	0
x318	0	0
x320	0	0
x327	0	0
x329	0	0
x332	0	0
x336	0	0
x337	0	0
x340	0	0
x341	0	0
x350	0	0
x359	0	0
x363	0	0
x364	0	0
x373	0	0
x376	0	0
x380	0	0
x381	0	0
x382	0	0
x383	0	0
x411	0	0
x413	0	0
x422	0	0
x428	0	0
x433	0	0
x439	0	0
x447	0	0
x448	0	0
x451	0	0
x453	0	0
x463	0	0
x464	0	0
x466	0	0
x487	0	0
x492	0	0
x493	0	0
x497	0	0
x498	0	0
x504	0	0
x505	0	0
x519	0	0
x522	0	0
x527	0	0
x531	0	0
x532	0	0
x533	0	0
x534	0	0
x536	0	0
x541	0	0
x548	0	0
x549	0	0
x551	0	0
x554	0	0
x556	0	0
x560	0	0
x561	0	0
x568	0	0
x570	0	0
x574	0	0
x576	0	0
x577	0	0
x585	0	0
x586	0	0
x588	0	0
x590	0	0
x591	0	0
x597	0	0
x602	0	0
x605	0	0
x612	0	0
x617	0	0
x621	0	0
x623	0	0
x624	0	0
x628	0	0
x630	0	0
x646	0	0
x651	0	0
x669	0	0
x670	0	0
x673	0	0
x679	0	0
x683	0	0
x687	0	0
x689	0	0
x691	0	0
x697	0	0
x700	0	0
x703	0	0
x713	0	0
x714	0	0
x723	0	0
x728	0	0
x729	0	0
x731	0	0
x736	0	0
x740	0	0
x745	0	0
x746	0	0
x747	0	0
x766	0	0
x778	0	0
x780	0	0
x781	0	0
x785	0	0
x786	0	0
x791	0	0
x793	0	0
x794	0	0
x796	0	0
x799	0	0
x802	0	0
x805	0	0
x808	0	0
x812	0	0
x820	0	0
x822	0	0
x825	0	0
x840	0	0
x844	0	0
x851	0	0
x852	0	0
x859	0	0
x882	0	0
x893	0	0
x894	0	0
x898	0	0
x902	0	0
x912	0	0
x915	0	0
x921	0	0
x926	0	0
x927	0	0
x929	0	0
x930	0	0
x931	0	0
x933	0	0
x934	0	0
x937	0	0
x939	0	0
x942	0	0
x947	0	0
x952	0	0
x957	0	0
x962	0	0
x963	0	0
x978	0	0
x989	0	0
x994	0	0

(401, 2, 2), X=[3,6,9,10,14,17,18,23,30,31,36,37,38,48,50,51,54,56,57,58,59,62,70,77,78,92,94,96,98,100,107,108,109,112,113,116,119,120,121,125,126,128,130,132,133,137,138,140,148,150,151,152,155,156,163,165,167,171,172,173,174,176,177,178,179,183,185,186,188,192,193,194,195,196,203,207,208,210,211,212,217,221,223,224,225,227,229,231,232,233,243,244,246,252,253,258,262,264,266,267,270,277,278,279,287,288,290,291,295,299,305,307,308,311,312,315,317,321,323,324,326,327,329,333,334,336,337,338,340,341,349,350,351,352,353,355,357,363,365,368,371,372,373,377,379,380,382,383,384,386,387,388,393,398,401,403,407,408,413,414,416,417,419,422,426,428,429,430,431,432,435,436,440,443,445,446,447,451,452,453,454,456,459,460,470,472,473,475,481,482,483,484,486,490,493,494,495,496,499,500,506,507,510,511,514,515,517,518,519,520,521,523,524,530,531,533,536,539,540,542,544,545,546,549,550,553,554,555,556,563,564,566,567,575,577,582,587,589,593,598,603,605,607,610,615,617,618,619,620,623,625,628,632,634,637,638,640,644,645,653,658,659,660,664,668,669,673,674,675,676,679,680,682,684,685,686,691,692,696,697,699,700,701,702,708,713,714,718,722,723,724,729,730,734,735,736,737,741,743,745,748,751,757,760,761,769,782,783,785,787,797,800,802,803,804,805,806,807,808,810,811,813,814,817,820,823,827,828,830,831,832,833,835,841,843,844,845,846,850,854,855,856,858,859,860,862,864,865,866,867,869,872,873,874,875,876,877,879,883,887,890,891,895,897,902,903,905,906,908,912,915,918,919,920,922,924,925,927,928,929,934,939,942,946,953,960,961,962,966,968,972,977,978,985,986,987,988,990,991,992,998], Y=[0,15], Z=[28,42], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 28
X	y0	y15
x3	1	1
x6	1	1
x9	1	1
x10	1	1
x14	1	1
x17	1	1
x18	1	1
x23	1	1
x30	1	1
x31	1	1
x36	1	1
x37	1	1
x38	1	1
x48	1	1
x50	1	1
x51	1	1
x54	1	1
x56	1	1
x57	1	1
x58	1	1
x59	1	1
x62	1	1
x70	1	1
x77	1	1
x78	1	1
x92	1	1
x94	1	1
x96	1	1
x98	1	1
x100	1	1
x107	1	1
x108	1	1
x109	1	1
x112	1	1
x113	1	1
x116	1	1
x119	1	1
x120	1	1
x121	1	1
x125	1	1
x126	1	1
x128	1	1
x130	1	1
x132	1	1
x133	1	1
x137	1	1
x138	1	1
x140	1	1
x148	1	1
x150	1	1
x151	1	1
x152	1	1
x155	1	1
x156	1	1
x163	1	1
x165	1	1
x167	1	1
x171	1	1
x172	1	1
x173	1	1
x174	1	1
x176	1	1
x177	1	1
x178	1	1
x179	1	1
x183	1	1
x185	1	1
x186	1	1
x188	1	1
x192	1	1
x193	1	1
x194	1	1
x195	1	1
x196	1	1
x203	1	1
x207	1	1
x208	1	1
x210	1	1
x211	1	1
x212	1	1
x217	1	1
x221	1	1
x223	1	1
x224	1	1
x225	1	1
x227	1	1
x229	1	1
x231	1	1
x232	1	1
x233	1	1
x243	1	1
x244	1	1
x246	1	1
x252	1	1
x253	1	1
x258	1	1
x262	1	1
x264	1	1
x266	1	1
x267	1	1
x270	1	1
x277	1	1
x278	1	1
x279	1	1
x287	1	1
x288	1	1
x290	1	1
x291	1	1
x295	1	1
x299	1	1
x305	1	1
x307	1	1
x308	1	1
x311	1	1
x312	1	1
x315	1	1
x317	1	1
x321	1	1
x323	1	1
x324	1	1
x326	1	1
x327	1	1
x329	1	1
x333	1	1
x334	1	1
x336	1	1
x337	1	1
x338	1	1
x340	1	1
x341	1	1
x349	1	1
x350	1	1
x351	1	1
x352	1	1
x353	1	1
x355	1	1
x357	1	1
x363	1	1
x365	1	1
x368	1	1
x371	1	1
x372	1	1
x373	1	1
x377	1	1
x379	1	1
x380	1	1
x382	1	1
x383	1	1
x384	1	1
x386	1	1
x387	1	1
x388	1	1
x393	1	1
x398	1	1
x401	1	1
x403	1	1
x407	1	1
x408	1	1
x413	1	1
x414	1	1
x416	1	1
x417	1	1
x419	1	1
x422	1	1
x426	1	1
x428	1	1
x429	1	1
x430	1	1
x431	1	1
x432	1	1
x435	1	1
x436	1	1
x440	1	1
x443	1	1
x445	1	1
x446	1	1
x447	1	1
x451	1	1
x452	1	1
x453	1	1
x454	1	1
x456	1	1
x459	1	1
x460	1	1
x470	1	1
x472	1	1
x473	1	1
x475	1	1
x481	1	1
x482	1	1
x483	1	1
x484	1	1
x486	1	1
x490	1	1
x493	1	1
x494	1	1
x495	1	1
x496	1	1
x499	1	1
x500	1	1
x506	1	1
x507	1	1
x510	1	1
x511	1	1
x514	1	1
x515	1	1
x517	1	1
x518	1	1
x519	1	1
x520	1	1
x521	1	1
x523	1	1
x524	1	1
x530	1	1
x531	1	1
x533	1	1
x536	1	1
x539	1	1
x540	1	1
x542	1	1
x544	1	1
x545	1	1
x546	1	1
x549	1	1
x550	1	1
x553	1	1
x554	1	1
x555	1	1
x556	1	1
x563	1	1
x564	1	1
x566	1	1
x567	1	1
x575	1	1
x577	1	1
x582	1	1
x587	1	1
x589	1	1
x593	1	1
x598	1	1
x603	1	1
x605	1	1
x607	1	1
x610	1	1
x615	1	1
x617	1	1
x618	1	1
x619	1	1
x620	1	1
x623	1	1
x625	1	1
x628	1	1
x632	1	1
x634	1	1
x637	1	1
x638	1	1
x640	1	1
x644	1	1
x645	1	1
x653	1	1
x658	1	1
x659	1	1
x660	1	1
x664	1	1
x668	1	1
x669	1	1
x673	1	1
x674	1	1
x675	1	1
x676	1	1
x679	1	1
x680	1	1
x682	1	1
x684	1	1
x685	1	1
x686	1	1
x691	1	1
x692	1	1
x696	1	1
x697	1	1
x699	1	1
x700	1	1
x701	1	1
x702	1	1
x708	1	1
x713	1	1
x714	1	1
x718	1	1
x722	1	1
x723	1	1
x724	1	1
x729	1	1
x730	1	1
x734	1	1
x735	1	1
x736	1	1
x737	1	1
x741	1	1
x743	1	1
x745	1	1
x748	1	1
x751	1	1
x757	1	1
x760	1	1
x761	1	1
x769	1	1
x782	1	1
x783	1	1
x785	1	1
x787	1	1
x797	1	1
x800	1	1
x802	1	1
x803	1	1
x804	1	1
x805	1	1
x806	1	1
x807	1	1
x808	1	1
x810	1	1
x811	1	1
x813	1	1
x814	1	1
x817	1	1
x820	1	1
x823	1	1
x827	1	1
x828	1	1
x830	1	1
x831	1	1
x832	1	1
x833	1	1
x835	1	1
x841	1	1
x843	1	1
x844	1	1
x845	1	1
x846	1	1
x850	1	1
x854	1	1
x855	1	1
x856	1	1
x858	1	1
x859	1	1
x860	1	1
x862	1	1
x864	1	1
x865	1	1
x866	1	1
x867	1	1
x869	1	1
x872	1	1
x873	1	1
x874	1	1
x875	1	1
x876	1	1
x877	1	1
x879	1	1
x883	1	1
x887	1	1
x890	1	1
x891	1	1
x895	1	1
x897	1	1
x902	1	1
x903	1	1
x905	1	1
x906	1	1
x908	1	1
x912	1	1
x915	1	1
x918	1	1
x919	1	1
x920	1	1
x922	1	1
x924	1	1
x925	1	1
x927	1	1
x928	1	1
x929	1	1
x934	1	1
x939	1	1
x942	1	1
x946	1	1
x953	1	1
x960	1	1
x961	1	1
x962	1	1
x966	1	1
x968	1	1
x972	1	1
x977	1	1
x978	1	1
x985	1	1
x986	1	1
x987	1	1
x988	1	1
x990	1	1
x991	1	1
x992	1	1
x998	1	1

Context: 42
X	y0	y15
x3	1	1
x6	1	1
x9	1	1
x10	1	1
x14	1	1
x17	1	1
x18	1	1
x23	1	1
x30	1	1
x31	1	1
x36	1	1
x37	1	1
x38	1	1
x48	1	1
x50	1	1
x51	1	1
x54	1	1
x56	1	1
x57	1	1
x58	1	1
x59	1	1
x62	1	1
x70	1	1
x77	1	1
x78	1	1
x92	1	1
x94	1	1
x96	1	1
x98	1	1
x100	1	1
x107	1	1
x108	1	1
x109	1	1
x112	1	1
x113	1	1
x116	1	1
x119	1	1
x120	1	1
x121	1	1
x125	1	1
x126	1	1
x128	1	1
x130	1	1
x132	1	1
x133	1	1
x137	1	1
x138	1	1
x140	1	1
x148	1	1
x150	1	1
x151	1	1
x152	1	1
x155	1	1
x156	1	1
x163	1	1
x165	1	1
x167	1	1
x171	1	1
x172	1	1
x173	1	1
x174	1	1
x176	1	1
x177	1	1
x178	1	1
x179	1	1
x183	1	1
x185	1	1
x186	1	1
x188	1	1
x192	1	1
x193	1	1
x194	1	1
x195	1	1
x196	1	1
x203	1	1
x207	1	1
x208	1	1
x210	1	1
x211	1	1
x212	1	1
x217	1	1
x221	1	1
x223	1	1
x224	1	1
x225	1	1
x227	1	1
x229	1	1
x231	1	1
x232	1	1
x233	1	1
x243	1	1
x244	1	1
x246	1	1
x252	1	1
x253	1	1
x258	1	1
x262	1	1
x264	1	1
x266	1	1
x267	1	1
x270	1	1
x277	1	1
x278	1	1
x279	1	1
x287	1	1
x288	1	1
x290	1	1
x291	1	1
x295	1	1
x299	1	1
x305	1	1
x307	1	1
x308	1	1
x311	1	1
x312	1	1
x315	1	1
x317	1	1
x321	1	1
x323	1	1
x324	1	1
x326	1	1
x327	1	1
x329	1	1
x333	1	1
x334	1	1
x336	1	1
x337	1	1
x338	1	1
x340	1	1
x341	1	1
x349	1	1
x350	1	1
x351	1	1
x352	1	1
x353	1	1
x355	1	1
x357	1	1
x363	1	1
x365	1	1
x368	1	1
x371	1	1
x372	1	1
x373	1	1
x377	1	1
x379	1	1
x380	1	1
x382	1	1
x383	1	1
x384	1	1
x386	1	1
x387	1	1
x388	1	1
x393	1	1
x398	1	1
x401	1	1
x403	1	1
x407	1	1
x408	1	1
x413	1	1
x414	1	1
x416	1	1
x417	1	1
x419	1	1
x422	1	1
x426	1	1
x428	1	1
x429	1	1
x430	1	1
x431	1	1
x432	1	1
x435	1	1
x436	1	1
x440	1	1
x443	1	1
x445	1	1
x446	1	1
x447	1	1
x451	1	1
x452	1	1
x453	1	1
x454	1	1
x456	1	1
x459	1	1
x460	1	1
x470	1	1
x472	1	1
x473	1	1
x475	1	1
x481	1	1
x482	1	1
x483	1	1
x484	1	1
x486	1	1
x490	1	1
x493	1	1
x494	1	1
x495	1	1
x496	1	1
x499	1	1
x500	1	1
x506	1	1
x507	1	1
x510	1	1
x511	1	1
x514	1	1
x515	1	1
x517	1	1
x518	1	1
x519	1	1
x520	1	1
x521	1	1
x523	1	1
x524	1	1
x530	1	1
x531	1	1
x533	1	1
x536	1	1
x539	1	1
x540	1	1
x542	1	1
x544	1	1
x545	1	1
x546	1	1
x549	1	1
x550	1	1
x553	1	1
x554	1	1
x555	1	1
x556	1	1
x563	1	1
x564	1	1
x566	1	1
x567	1	1
x575	1	1
x577	1	1
x582	1	1
x587	1	1
x589	1	1
x593	1	1
x598	1	1
x603	1	1
x605	1	1
x607	1	1
x610	1	1
x615	1	1
x617	1	1
x618	1	1
x619	1	1
x620	1	1
x623	1	1
x625	1	1
x628	1	1
x632	1	1
x634	1	1
x637	1	1
x638	1	1
x640	1	1
x644	1	1
x645	1	1
x653	1	1
x658	1	1
x659	1	1
x660	1	1
x664	1	1
x668	1	1
x669	1	1
x673	1	1
x674	1	1
x675	1	1
x676	1	1
x679	1	1
x680	1	1
x682	1	1
x684	1	1
x685	1	1
x686	1	1
x691	1	1
x692	1	1
x696	1	1
x697	1	1
x699	1	1
x700	1	1
x701	1	1
x702	1	1
x708	1	1
x713	1	1
x714	1	1
x718	1	1
x722	1	1
x723	1	1
x724	1	1
x729	1	1
x730	1	1
x734	1	1
x735	1	1
x736	1	1
x737	1	1
x741	1	1
x743	1	1
x745	1	1
x748	1	1
x751	1	1
x757	1	1
x760	1	1
x761	1	1
x769	1	1
x782	1	1
x783	1	1
x785	1	1
x787	1	1
x797	1	1
x800	1	1
x802	1	1
x803	1	1
x804	1	1
x805	1	1
x806	1	1
x807	1	1
x808	1	1
x810	1	1
x811	1	1
x813	1	1
x814	1	1
x817	1	1
x820	1	1
x823	1	1
x827	1	1
x828	1	1
x830	1	1
x831	1	1
x832	1	1
x833	1	1
x835	1	1
x841	1	1
x843	1	1
x844	1	1
x845	1	1
x846	1	1
x850	1	1
x854	1	1
x855	1	1
x856	1	1
x858	1	1
x859	1	1
x860	1	1
x862	1	1
x864	1	1
x865	1	1
x866	1	1
x867	1	1
x869	1	1
x872	1	1
x873	1	1
x874	1	1
x875	1	1
x876	1	1
x877	1	1
x879	1	1
x883	1	1
x887	1	1
x890	1	1
x891	1	1
x895	1	1
x897	1	1
x902	1	1
x903	1	1
x905	1	1
x906	1	1
x908	1	1
x912	1	1
x915	1	1
x918	1	1
x919	1	1
x920	1	1
x922	1	1
x924	1	1
x925	1	1
x927	1	1
x928	1	1
x929	1	1
x934	1	1
x939	1	1
x942	1	1
x946	1	1
x953	1	1
x960	1	1
x961	1	1
x962	1	1
x966	1	1
x968	1	1
x972	1	1
x977	1	1
x978	1	1
x985	1	1
x986	1	1
x987	1	1
x988	1	1
x990	1	1
x991	1	1
x992	1	1
x998	1	1

(499, 2, 2), X=[0,2,3,4,6,7,8,9,10,12,15,16,17,18,19,20,23,24,26,27,29,30,32,33,38,44,47,48,49,50,52,55,57,58,59,60,61,63,64,65,66,69,71,72,73,74,78,79,80,82,84,86,88,91,94,95,102,105,106,111,112,113,115,117,120,121,122,123,124,125,126,127,129,130,132,133,134,136,137,145,146,149,150,151,152,153,154,156,157,158,159,160,163,166,172,179,181,183,186,187,195,196,199,200,201,203,204,205,207,208,209,210,212,213,216,217,218,223,233,237,240,241,245,246,247,248,252,253,255,257,262,263,265,266,268,270,271,272,273,274,275,284,285,290,293,297,299,305,307,310,311,312,314,316,317,319,321,322,325,327,328,330,333,335,342,344,346,347,349,352,354,356,359,361,364,365,366,371,372,376,378,381,383,386,388,392,394,395,396,398,399,403,404,407,412,417,420,421,422,423,425,428,430,431,432,435,438,445,446,448,451,454,455,456,457,458,460,461,462,463,466,469,470,471,473,474,477,480,481,482,484,487,489,490,491,492,493,495,497,498,499,501,503,504,507,510,511,512,513,517,518,521,522,525,526,527,528,531,532,533,535,537,538,542,544,547,548,549,550,551,555,557,560,561,562,564,565,567,568,569,572,574,575,577,581,582,584,585,588,591,592,594,595,597,598,599,600,601,602,605,606,608,610,611,613,615,616,622,625,626,628,630,633,636,638,639,640,641,643,644,645,646,653,654,658,660,665,666,668,670,673,675,679,680,684,689,691,692,693,694,697,700,702,703,704,705,708,711,712,713,714,716,717,718,719,720,722,723,724,725,726,727,729,730,733,734,735,736,739,740,741,743,745,748,750,754,759,760,761,764,765,766,767,769,771,773,777,781,782,785,786,788,790,793,796,798,799,803,807,809,810,811,813,814,818,820,823,824,825,827,828,830,833,834,835,836,837,838,840,841,846,847,848,850,852,853,854,856,858,859,861,862,865,866,867,868,869,870,871,874,876,877,880,882,885,886,887,888,889,891,892,893,894,896,899,900,901,904,908,909,913,914,916,918,921,922,923,925,927,928,932,933,934,942,943,947,952,959,960,961,963,964,966,967,968,969,971,975,978,979,980,983,986,989,992,993,994,997,998], Y=[27,45], Z=[13,25], RowPattern=Constant, ColumnPattern=Constant, ContextPattern=Constant, %Missings=0, %Noise=0, %Errors=0 PlaidCoherency=None

Context: 13
X	y27	y45
x0	2	2
x2	2	2
x3	2	2
x4	2	2
x6	2	2
x7	2	2
x8	2	2
x9	2	2
x10	2	2
x12	2	2
x15	2	2
x16	2	2
x17	2	2
x18	2	2
x19	2	2
x20	2	2
x23	2	2
x24	2	2
x26	2	2
x27	2	2
x29	2	2
x30	2	2
x32	2	2
x33	2	2
x38	2	2
x44	2	2
x47	2	2
x48	2	2
x49	2	2
x50	2	2
x52	2	2
x55	2	2
x57	2	2
x58	2	2
x59	2	2
x60	2	2
x61	2	2
x63	2	2
x64	2	2
x65	2	2
x66	2	2
x69	2	2
x71	2	2
x72	2	2
x73	2	2
x74	2	2
x78	2	2
x79	2	2
x80	2	2
x82	2	2
x84	2	2
x86	2	2
x88	2	2
x91	2	2
x94	2	2
x95	2	2
x102	2	2
x105	2	2
x106	2	2
x111	2	2
x112	2	2
x113	2	2
x115	2	2
x117	2	2
x120	2	2
x121	2	2
x122	2	2
x123	2	2
x124	2	2
x125	2	2
x126	2	2
x127	2	2
x129	2	2
x130	2	2
x132	2	2
x133	2	2
x134	2	2
x136	2	2
x137	2	2
x145	2	2
x146	2	2
x149	2	2
x150	2	2
x151	2	2
x152	2	2
x153	2	2
x154	2	2
x156	2	2
x157	2	2
x158	2	2
x159	2	2
x160	2	2
x163	2	2
x166	2	2
x172	2	2
x179	2	2
x181	2	2
x183	2	2
x186	2	2
x187	2	2
x195	2	2
x196	2	2
x199	2	2
x200	2	2
x201	2	2
x203	2	2
x204	2	2
x205	2	2
x207	2	2
x208	2	2
x209	2	2
x210	2	2
x212	2	2
x213	2	2
x216	2	2
x217	2	2
x218	2	2
x223	2	2
x233	2	2
